pred10_sw,pred50_sw,pred90_sw,pred90 - pred10,IntGrpNetAlign,YEAR,switcher,XL_AREA,ECYN,SWYN,FPYN,RLYN,GNYN,AARP,AFLCIO,Airlines,American Bankers Association,American Council of Life Insurance,American Farm Bureau Federation,American Federation of State County and Municipal Employees,American Hospital Association,American Israel Public Affairs Committee,American Legion,American Medical Association,Association of Trial Lawyers,Automobile Companies,Chamber of Commerce,Christian Coalition,Computer Software and Hardware,Credit Union National Association,Defense Contractors,Electric Companies,Health Insurance Association,Independent Insurance Agents of America,International Brotherhood of Teamsters,Motion Picture Association of America,National Association of Broadcasters,National Association of Home Builders,National Association of Manufacturers,National Association of Realtors,National Beer Wholesalers Association,National Education Association,National Federation of Independent Business,National Governors Association,National Restaurant Association,National Rifle Association,National Right to Life Committee,Oil Companies,Pharmaceutical Research Manufacturers,Recording Industry Association,Securities and Investment Companies,Telephone Companies,Tobbaco Companies,United Auto Workers Union,Universities,Veterans of Foreign Wars of the U.S,Binary Outcome,OutcomeYear
0.38,0.45,0.48,0.094556987,-2.197224577,1993,0,taxation,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,-2,0,-2,0,-2,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0
0.44,0.5,0.42,-0.021098554,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.19,0.29,0.121750712,0.405465108,1992,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39,0.27,0.38,-0.012379766,-0.693147181,1993,0,soc welfare,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64,0.63,0.52,-0.114723802,1.791759469,1993,0,budget,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0.56,0.41,0.44,-0.118850648,-0.693147181,1993,0,soc welfare,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34,0.37,0.5,0.160426557,-2.014903021,1993,0,taxation,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0
0.5,0.54,0.7,0.200803041,0.287682072,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
0.71,0.67,0.68,-0.026161194,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.48,0.6,0.61,0.128374994,-2.014903021,1993,0,taxation,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0
0.43,0.44,0.49,0.063418865,-0.693147181,1993,0,soc welfare,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.82,0.92,0.73,-0.089664459,-0.980829253,1993,0,taxation,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0.79,0.84,0.78,-0.010884941,-1.832581464,1993,0,taxation,1,0,0,0,0,0,2,-1,-1,0,-1,0,-1,0,0,0,0,-1,-2,0,-1,0,-1,-1,0,-1,0,0,0,-1,-2,0,-1,0,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
0.76,0.69,0.53,-0.22693342,-1.299282984,1993,0,health,0,1,0,0,0,-1,1,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
0.51,0.49,0.47,-0.039747953,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35,0.42,0.51,0.153238535,-1.558144618,1993,0,camp finance,0,0,0,0,0,2,2,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0.48,0.46,0.51,0.034781814,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58,0.67,0.63,0.045138121,0.693147181,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29,0.37,0.36,0.066866577,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93,0.94,0.94,0.009976804,0,1992,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.61,0.53,0.49,-0.11675638,-0.693147181,1992,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0.75,0.68,-0.070686102,0,1992,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,0.79,0.61,-0.240332365,-0.182321557,1992,0,econ & labor,1,0,0,0,0,2,2,0,0,0,-2,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,2,0,0,0,0
0.23,0.33,0.35,0.114933074,0.916290732,1992,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,0.91,0.88,0.037795663,0.693147181,1992,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47,0.37,0.39,-0.078802884,-0.693147181,1993,0,soc welfare,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21,0.28,0.37,0.154418051,-2.014903021,1993,0,taxation,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0
0.68,0.58,0.63,-0.049457848,1.791759469,1993,0,budget,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0.65,0.67,0.68,0.034952521,1.011600912,1993,0,taxation,1,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0.6,0.7,0.7,0.100791693,-1.791759469,1993,0,taxation,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.88,0.89,0.91,0.028424144,-0.980829253,1993,0,taxation,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0.66,0.68,0.63,-0.033057332,-1.832581464,1993,0,taxation,1,0,0,0,0,0,2,-1,-1,0,-1,0,-1,0,0,0,0,-1,-2,0,-1,0,-1,-1,0,-1,0,0,0,-1,-2,0,-1,0,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
0.38,0.42,0.46,0.075238526,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71,0.55,0.5,-0.216029882,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42,0.44,0.38,-0.041296303,-2.014903021,1993,0,taxation,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0
0.44,0.52,0.48,0.038641632,-1.832581464,1993,0,taxation,1,0,0,0,0,0,2,-1,-1,0,-1,0,-1,0,0,0,0,-1,-2,0,-1,0,-1,-1,0,-1,0,0,0,-1,-2,0,-1,0,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
0.3,0.31,0.33,0.029025733,-0.693147181,1993,0,soc welfare,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38,0.27,0.26,-0.115288138,0,1993,0,defense,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.3,0.27,-0.050280809,-2.197224577,1993,0,taxation,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,-2,0,-2,0,-2,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0
0.56,0.66,0.78,0.226314366,-0.693147181,1993,0,taxation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0
0.81,0.67,0.71,-0.100360632,0,1992,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27,0.24,0.24,-0.025669873,0,1993,0,education,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.82,0.76,0.67,-0.146627665,0.693147181,1993,0,health,0,1,0,0,0,2,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0.53,0.48,0.49,-0.036180556,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.53,0.42,0.49,-0.040878713,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.83,0.77,0.79,-0.038127542,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.27,0.18,0.32,0.050102711,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.57,0.57,0.6,0.028619945,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.83,0.82,0.01623565,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.89,0.89,0.91,0.017338932,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.71,0.72,0.73,0.015437186,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.71,0.76,0.8,0.087192893,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.62,0.52,0.56,-0.064466834,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.73,0.82,0.59,-0.143484652,-0.980829253,1993,0,taxation,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0.51,0.47,0.43,-0.085326016,-0.693147181,1993,0,soc welfare,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.83,0.69,-0.003933966,-1.832581464,1993,0,taxation,1,0,0,0,0,0,2,-1,-1,0,-1,0,-1,0,0,0,0,-1,-2,0,-1,0,-1,-1,0,-1,0,0,0,-1,-2,0,-1,0,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
0.54,0.55,0.57,0.030508637,-0.693147181,1993,0,health,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.61,0.61,0.43,-0.179806471,-0.693147181,1993,0,misc others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.74,0.65,-0.10789305,-1.386294361,1994,0,health,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
0.58,0.53,0.63,0.050772786,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.74,0.84,0.82,0.086628914,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.71,0.78,0.79,0.079626322,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.55,0.59,0.67,0.126984,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.44,0.44,0.41,-0.029450953,-0.287682072,1994,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0
0.67,0.68,0.68,0.012241364,-0.287682072,1994,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0
0.58,0.68,0.68,0.098313987,-0.287682072,1994,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0
0.56,0.5,0.59,0.026618123,0,1994,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33,0.33,0.37,0.037461042,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.38,0.39,-0.001995921,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
0.48,0.59,0.69,0.207134068,0.287682072,1994,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
0.42,0.32,0.32,-0.094321072,0,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58,0.58,0.65,0.073407352,-0.693147181,1994,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.61,0.68,0.69,0.076241672,-0.693147181,1994,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.52,0.57,0.63,0.107870936,-0.693147181,1994,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36,0.31,0.3,-0.066448212,0,1994,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38,0.39,0.25,-0.124089658,0,1994,0,education,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.58,0.53,0.134651244,-0.693147181,1994,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.51,0.39,-0.20833981,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41,0.53,0.54,0.132422626,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41,0.25,0.24,-0.171795309,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.71,0.69,-0.068302572,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,0.29,0.31,-0.061971366,0,1994,0,race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.83,0.82,0.058012486,1.098612289,1994,0,education,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71,0.83,0.71,-0.002326071,1.098612289,1994,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41,0.38,0.52,0.101560056,-1.558144618,1994,0,camp finance,0,0,0,0,0,2,2,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0.79,0.74,0.63,-0.16022557,0,1994,0,health,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42,0.41,0.3,-0.122033,-1.299282984,1994,0,health,0,1,0,0,0,-1,1,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
0.41,0.39,0.4,-0.009436011,-0.693147181,1994,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.69,0.76,0.76,0.072482944,-0.693147181,1993,0,econ & labor,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,0.48,0.45,-0.031280398,-0.693147181,1993,0,soc welfare,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.87,0.77,-0.026505649,-0.980829253,1993,0,taxation,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0.84,0.83,0.65,-0.185224473,-1.832581464,1993,0,taxation,1,0,0,0,0,0,2,-1,-1,0,-1,0,-1,0,0,0,0,-1,-2,0,-1,0,-1,-1,0,-1,0,0,0,-1,-2,0,-1,0,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
0.47,0.49,0.63,0.150589108,-2.014903021,1993,0,taxation,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0
0.7,0.82,0.85,0.152720332,0,1994,0,govt reform,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41,0.46,0.45,0.040545702,0,1994,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42,0.42,0.24,-0.184293151,-0.287682072,1994,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0.68,0.54,0.48,-0.193653941,0.693147181,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.57,0.6,0.64,0.068298578,0.875468737,1994,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,0,0
